Regulator	Target	MI
hsa-let-7a-3p	UNC119B	0.074963376
hsa-let-7a-3p	HTATSF1	0.069338147
hsa-let-7a-3p	COL15A1	0.055096079
hsa-let-7a-3p	COL13A1	0.076334809
hsa-let-7a-3p	PHYHIPL	0.092437612
hsa-let-7a-3p	LAMP3	0.066559242
hsa-let-7a-3p	LCORL	0.066982288
hsa-let-7a-3p	RAB33A	0.068250906
hsa-let-7a-3p	CCNA1	0.065153883
hsa-let-7a-3p	CELF2	0.080257322
hsa-let-7a-3p	LIX1L	0.067481804
hsa-let-7a-3p	TCTEX1D1	0.061874102
hsa-let-7a-3p	CCDC50	0.063509092
hsa-let-7a-3p	LRRC2	0.07938406
hsa-let-7a-3p	LRRK2	0.061082396
hsa-let-7a-3p	CPNE8	0.066782983
hsa-let-7a-3p	CTLA4	0.08637031
hsa-let-7a-3p	ZFP36L1	0.06966207
hsa-let-7a-3p	CYTH1	0.062971485
hsa-let-7a-3p	FAM43A	0.067903504
hsa-let-7a-3p	MBLAC2	0.065160933
hsa-let-7a-3p	MARK1	0.060688375
hsa-let-7a-3p	MBNL1	0.070798998
hsa-let-7a-3p	MDFIC	0.061874738
hsa-let-7a-3p	MEAF6	0.064311882
hsa-let-7a-3p	MEF2C	0.061291706
hsa-let-7a-3p	ABI3BP	0.076638956
hsa-let-7a-3p	MGAT2	0.078522325
hsa-let-7a-3p	ENTHD1	0.071035769
hsa-let-7a-3p	CDC14B	0.076511214
hsa-let-7a-3p	MSMO1	0.069860442
hsa-let-7a-3p	TMEM68	0.073587616
hsa-let-7a-3p	CDKN1B	0.059526657
hsa-let-7a-3p	DUSP7	0.074449924
hsa-let-7a-3p	MYOZ2	0.066432556
hsa-let-7a-3p	TBC1D2B	0.082967324
hsa-let-7a-3p	NCOA7	0.061271359
hsa-let-7a-3p	HMGXB4	0.073893142
hsa-let-7a-3p	NEDD9	0.070523675
hsa-let-7a-3p	NFIL3	0.083172714
hsa-let-7a-3p	DNAJC5B	0.076255954
hsa-let-7a-3p	DNAJC12	0.060766356
hsa-let-7a-3p	ENPP2	0.069772413
hsa-let-7a-3p	NR4A3	0.082428492
hsa-let-7a-3p	EPHA4	0.069835617
hsa-let-7a-3p	NT5C2	0.071850903
hsa-let-7a-3p	EVI2A	0.076617833
hsa-let-7a-3p	CEP85L	0.074091523
hsa-let-7a-3p	BRI3BP	0.083779021
hsa-let-7a-3p	CD48	0.082052684
hsa-let-7a-3p	CLNK	0.090227356
hsa-let-7a-3p	PTPN22	0.080044146
hsa-let-7a-3p	APLF	0.070071577
hsa-let-7a-3p	ANK1	0.096661494
hsa-let-7a-3p	ART3	0.071827716
hsa-let-7a-3p	ARF3	0.065709707
hsa-let-7a-3p	EBF3	0.070108018
hsa-let-7a-3p	EBF1	0.063810436
hsa-let-7a-3p	ELK3	0.056382732
hsa-let-7a-3p	EGR3	0.085159233
hsa-let-7a-3p	ETS2	0.061258907
hsa-let-7a-3p	CUBN	0.055707996
hsa-let-7a-3p	FBLN5	0.067178268
hsa-let-7a-3p	GAS1	0.061320495
hsa-let-7a-3p	FXR1	0.062540087
hsa-let-7a-3p	GBP5	0.080469899
hsa-let-7a-3p	ALDH1A3	0.063729663
hsa-let-7a-3p	FGF7	0.066420491
hsa-let-7a-3p	YEATS4	0.058320765
hsa-let-7a-3p	IGF1	0.08164003
hsa-let-7a-3p	IL4R	0.06579116
hsa-let-7a-3p	ISM1	0.064476721
hsa-let-7a-3p	HIC1	0.078953858
hsa-let-7a-3p	KLF2	0.065923695
hsa-let-7a-3p	LEF1	0.070531317
hsa-let-7a-3p	JRKL	0.063281359
hsa-let-7a-3p	BHLHE40	0.065128954
hsa-let-7a-3p	FMNL2	0.062373693
hsa-let-7a-3p	RSF1	0.061096992
hsa-let-7a-3p	FOXO1	0.084337498
hsa-let-7a-3p	FOXN3	0.060989955
hsa-let-7a-3p	TLE4	0.076105429
hsa-let-7a-3p	TSFM	0.067974158
hsa-let-7a-3p	SGK1	0.070919146
hsa-let-7a-3p	UBTF	0.079893079
hsa-let-7a-3p	KCTD12	0.065519968
hsa-let-7a-3p	KIAA0226L	0.074760876
hsa-let-7a-3p	UBXN2B	0.063068123
hsa-let-7a-3p	IL15RA	0.07556383
hsa-let-7a-3p	GATA3	0.074433849
hsa-let-7a-3p	GATA6	0.072043604
hsa-let-7a-3p	GFPT2	0.068268748
hsa-let-7a-3p	XPNPEP2	0.057721572
hsa-let-7a-3p	ZBTB18	0.071641518
hsa-let-7a-3p	PTPRC	0.076759656
hsa-let-7a-3p	PTPRB	0.066728394
hsa-let-7a-3p	F3	0.066214262
hsa-let-7a-3p	SLC35E3	0.05933121
hsa-let-7a-3p	STK17B	0.069990958
hsa-let-7a-3p	CFI	0.072703594
hsa-let-7a-3p	FYB	0.067622304
hsa-let-7a-3p	CR1	0.067085447
hsa-let-7a-3p	ID1	0.068192897
hsa-let-7a-3p	MET	0.073759785
hsa-let-7a-3p	HOXC8	0.068520793
hsa-let-7a-3p	HOXA9	0.074911907
hsa-let-7a-3p	NUP205	0.073599832
hsa-let-7a-3p	SLAMF1	0.090355524
hsa-let-7a-3p	SCAMP1	0.07865667
hsa-let-7a-3p	TRABD2A	0.111220895
hsa-let-7a-3p	RAB8B	0.079062159
hsa-let-7a-3p	RASEF	0.068806978
hsa-let-7a-3p	THSD7A	0.069587004
hsa-let-7a-3p	IGF1R	0.078671423
hsa-let-7a-3p	IL3RA	0.076944405
hsa-let-7a-3p	RNF40	0.063822584
hsa-let-7a-3p	FAM126A	0.06933973
hsa-let-7a-3p	S1PR1	0.066799115
hsa-let-7a-3p	ZMYND8	0.062942133
hsa-let-7a-3p	RSPO3	0.065064779
hsa-let-7a-3p	ZC3H12B	0.079837309
hsa-let-7a-3p	ITM2A	0.063254694
hsa-let-7a-3p	ST8SIA4	0.076890398
hsa-let-7a-3p	LDLRAD3	0.073186322
hsa-let-7a-3p	HSD17B11	0.08094769
hsa-let-7a-3p	BMPR1B	0.069277801
hsa-let-7a-3p	DOCK11	0.104263788
hsa-let-7a-3p	ABCA9	0.066535636
hsa-let-7a-3p	SIRPA	0.063460803
hsa-let-7a-3p	NECAB1	0.066493185
hsa-let-7a-3p	SOX11	0.067442375
hsa-let-7a-3p	ANPEP	0.065761414
hsa-let-7a-3p	AOC4P	0.06507173
hsa-let-7a-3p	STRBP	0.060769868
hsa-let-7a-3p	ARL4C	0.081847643
hsa-let-7a-3p	SNCAIP	0.060661183
hsa-let-7a-3p	SEC22C	0.075173836
hsa-let-7a-3p	TAF4B	0.068484161
hsa-let-7a-3p	MRPS30	0.076253199
hsa-let-7a-3p	BACH2	0.071279164
hsa-let-7a-3p	ARID5B	0.065190772
hsa-let-7a-3p	SEMA4D	0.059867783
hsa-let-7a-3p	SEMA7A	0.078048637
hsa-let-7a-3p	KIF5C	0.073856965
hsa-let-7a-3p	KLRC1	0.065405854
hsa-let-7a-3p	TPD52	0.072160477
hsa-let-7a-3p	TRGC1	0.081284383
hsa-let-7a-3p	BMPER	0.068740678
hsa-let-7a-3p	TSHZ2	0.068828259
hsa-let-7a-3p	TSHZ1	0.079930082
hsa-let-7d-5p	MAP3K13	0.085639337
hsa-let-7d-5p	RPRD2	0.067084285
hsa-let-7d-5p	RRP1B	0.073933184
hsa-let-7d-5p	ERGIC1	0.086797859
hsa-let-7d-5p	ITGA3	0.074553564
hsa-let-7d-5p	ITIH5	0.078982788
hsa-let-7d-5p	A2ML1	0.080849403
hsa-let-7d-5p	EIF2S2	0.06646498
hsa-let-7d-5p	C19orf47	0.061415704
hsa-let-7d-5p	NOSTRIN	0.070717227
hsa-let-7d-5p	MTHFD1L	0.088923355
hsa-let-7d-5p	MFSD4A	0.080913861
hsa-let-7d-5p	NUCKS1	0.073967003
hsa-let-7d-5p	SCML2	0.07347247
hsa-let-7d-5p	SCMH1	0.080142814
hsa-let-7d-5p	SCN2B	0.075626658
hsa-let-7d-5p	SCN3B	0.078825687
hsa-let-7d-5p	SCN4B	0.101144558
hsa-let-7d-5p	SAR1A	0.072360334
hsa-let-7d-5p	SENP5	0.074013088
hsa-let-7d-5p	FAM162B	0.068889336
hsa-let-7d-5p	CHCHD3	0.082115519
hsa-let-7d-5p	ABCB8	0.064868834
hsa-let-7d-5p	ABCD4	0.083799946
hsa-let-7d-5p	ADRB2	0.07905712
hsa-let-7d-5p	ADCY9	0.085378078
hsa-let-7d-5p	ACTR2	0.063438764
hsa-let-7d-5p	ACBD7	0.069227353
hsa-let-7d-5p	MAPKBP1	0.091428462
hsa-let-7d-5p	NUP155	0.071860944
hsa-let-7d-5p	ADAMTS8	0.078737218
hsa-let-7d-5p	AIF1L	0.069971214
hsa-let-7d-5p	SMAD2	0.079277078
hsa-let-7d-5p	ST8SIA1	0.067082524
hsa-let-7d-5p	SRSF1	0.082574172
hsa-let-7d-5p	SUCLA2	0.063654627
hsa-let-7d-5p	STIP1	0.076285249
hsa-let-7d-5p	STAB2	0.098592794
hsa-let-7d-5p	KLHDC8B	0.060598879
hsa-let-7d-5p	SLC5A6	0.064688063
hsa-let-7d-5p	RPS3AP47	0.064949141
hsa-let-7d-5p	SUMO1	0.068503147
hsa-let-7d-5p	APLNR	0.06411897
hsa-let-7d-5p	CXorf36	0.089256309
hsa-let-7d-5p	AURKB	0.092459792
hsa-let-7d-5p	FOXRED2	0.065054016
hsa-let-7d-5p	DNMT3A	0.06926441
hsa-let-7d-5p	THSD4	0.084875447
hsa-let-7d-5p	DEPDC1	0.104528874
hsa-let-7d-5p	BET1L	0.06743057
hsa-let-7d-5p	TRIM41	0.082213402
hsa-let-7d-5p	TRIM59	0.117862033
hsa-let-7d-5p	KLHL3	0.060657447
hsa-let-7d-5p	TPSD1	0.066442509
hsa-let-7d-5p	TTLL4	0.073916466
hsa-let-7d-5p	TTC9C	0.066805571
hsa-let-7d-5p	TTC16	0.069605184
hsa-let-7d-5p	ATXN7L1	0.061598665
hsa-let-7d-5p	KPNA2	0.09648709
hsa-let-7d-5p	TIMM23	0.064439297
hsa-let-7d-5p	ZNF488	0.059961886
hsa-let-7d-5p	ZNF738	0.072536474
hsa-let-7d-5p	ZNF785	0.07235373
hsa-let-7d-5p	C5AR2	0.108536412
hsa-let-7d-5p	SDR42E1	0.063969655
hsa-let-7d-5p	POLR2D	0.111657023
hsa-let-7d-5p	AHCTF1	0.071800977
hsa-let-7d-5p	SMIM13	0.113004859
hsa-let-7d-5p	RHBDF1	0.062071277
hsa-let-7d-5p	RHBDF2	0.064070339
hsa-let-7d-5p	INPP5J	0.078909242
hsa-let-7d-5p	CABP4	0.06418489
hsa-let-7d-5p	CDK19	0.071642365
hsa-let-7d-5p	UHRF1	0.062662684
hsa-let-7d-5p	CCNA2	0.103503504
hsa-let-7d-5p	DCLRE1C	0.079328742
hsa-let-7d-5p	DCLRE1B	0.079099345
hsa-let-7d-5p	CCSAP	0.081956404
hsa-let-7d-5p	CCR10	0.070334151
hsa-let-7d-5p	LENG8	0.060773928
hsa-let-7d-5p	CELF1	0.065937599
hsa-let-7d-5p	CENPN	0.080885107
hsa-let-7d-5p	CEBPD	0.070630591
hsa-let-7d-5p	CHIC1	0.077767318
hsa-let-7d-5p	RABGAP1L	0.071436913
hsa-let-7d-5p	CKMT2	0.070273972
hsa-let-7d-5p	COL14A1	0.087284958
hsa-let-7d-5p	TSPAN9	0.072741455
hsa-let-7d-5p	MRPS27	0.074647756
hsa-let-7d-5p	MRPL47	0.11572636
hsa-let-7d-5p	MRPL51	0.072465933
hsa-let-7d-5p	COX5A	0.078640541
hsa-let-7d-5p	B3GNT7	0.077028606
hsa-let-7d-5p	PPP3R1	0.096257634
hsa-let-7d-5p	PPP1R8	0.094473029
hsa-let-7d-5p	CTPS1	0.077870565
hsa-let-7d-5p	CBFA2T3	0.077446099
hsa-let-7d-5p	CYTL1	0.080457977
hsa-let-7d-5p	SEMA3F	0.078511883
hsa-let-7d-5p	MAPK9	0.078179535
hsa-let-7d-5p	MARS2	0.084114762
hsa-let-7d-5p	MAST4	0.070071972
hsa-let-7d-5p	TTC39A	0.079558467
hsa-let-7d-5p	MFAP1	0.064884581
hsa-let-7d-5p	MEX3A	0.069036855
hsa-let-7d-5p	MEIS3	0.07341373
hsa-let-7d-5p	MEF2D	0.083234514
hsa-let-7d-5p	DERL1	0.089290351
hsa-let-7d-5p	TMEM41A	0.067429078
hsa-let-7d-5p	TMEM138	0.065594233
hsa-let-7d-5p	VMA21	0.077327204
hsa-let-7d-5p	MLXIP	0.072167936
hsa-let-7d-5p	ZFYVE1	0.073031497
hsa-let-7d-5p	DNAH9	0.081947339
hsa-let-7d-5p	C2orf68	0.103928897
hsa-let-7d-5p	TBKBP1	0.07242149
hsa-let-7d-5p	MAMLD1	0.067536488
hsa-let-7d-5p	MAMDC2	0.071164667
hsa-let-7d-5p	TPD52L2	0.064843475
hsa-let-7d-5p	DTX3L	0.068232764
hsa-let-7d-5p	MYCT1	0.069446619
hsa-let-7d-5p	MAPRE1	0.084402887
hsa-let-7d-5p	ARHGEF15	0.089289916
hsa-let-7d-5p	LRRFIP1	0.080536242
hsa-let-7d-5p	NCBP1	0.084604922
hsa-let-7d-5p	NEMP1	0.071491206
hsa-let-7d-5p	EBAG9	0.086960728
hsa-let-7d-5p	NDST1	0.071194036
hsa-let-7d-5p	GOLT1B	0.064081421
hsa-let-7d-5p	WNT9B	0.062926549
hsa-let-7d-5p	HNRNPUL1	0.086596155
hsa-let-7d-5p	NR4A1	0.067330837
hsa-let-7d-5p	CABLES2	0.080668747
hsa-let-7d-5p	IQGAP3	0.084463984
hsa-let-7d-5p	SYNJ2BP	0.073784587
hsa-let-7d-5p	NOP58	0.126744888
hsa-let-7d-5p	NOVA1	0.086906868
hsa-let-7d-5p	NT5C2	0.060045369
hsa-let-7d-5p	NRIP2	0.069787731
hsa-let-7d-5p	FAM47E	0.082600585
hsa-let-7d-5p	FAM69A	0.072522729
hsa-let-7d-5p	FAM72B	0.113680406
hsa-let-7d-5p	ATL2	0.085523379
hsa-let-7d-5p	ABT1	0.073307465
hsa-let-7d-5p	A1BG	0.070037045
hsa-let-7d-5p	CBX2	0.075599214
hsa-let-7d-5p	CCNJ	0.083843581
hsa-let-7d-5p	CDC6	0.081127916
hsa-let-7d-5p	CHRD	0.086489783
hsa-let-7d-5p	CHN2	0.070910496
hsa-let-7d-5p	CISH	0.073421462
hsa-let-7d-5p	CIZ1	0.071087695
hsa-let-7d-5p	CLP1	0.058837237
hsa-let-7d-5p	PPP2R5C	0.086940026
hsa-let-7d-5p	BTG2	0.074618936
hsa-let-7d-5p	SYNPO2L	0.071432298
hsa-let-7d-5p	ESPL1	0.070592922
hsa-let-7d-5p	ETFB	0.073857377
hsa-let-7d-5p	DIAPH3	0.07323193
hsa-let-7d-5p	EZH1	0.067821118
hsa-let-7d-5p	EZH2	0.072645304
hsa-let-7d-5p	FEN1	0.116434433
hsa-let-7d-5p	EGR3	0.07082679
hsa-let-7d-5p	E2F2	0.07902501
hsa-let-7d-5p	DVL3	0.106621472
hsa-let-7d-5p	DBR1	0.097303551
hsa-let-7d-5p	DNA2	0.076415032
hsa-let-7d-5p	DPF2	0.076281011
hsa-let-7d-5p	HIC1	0.054607471
hsa-let-7d-5p	PRSS33	0.075406446
hsa-let-7d-5p	GPX7	0.081775437
hsa-let-7d-5p	GSG2	0.082287102
hsa-let-7d-5p	FZD4	0.073283309
hsa-let-7d-5p	FIGN	0.075214667
hsa-let-7d-5p	DNAJC18	0.068995977
hsa-let-7d-5p	DNAJB11	0.092033657
hsa-let-7d-5p	LRR1	0.103150223
hsa-let-7d-5p	LDHD	0.087199499
hsa-let-7d-5p	LEPR	0.073320867
hsa-let-7d-5p	C18orf21	0.08859309
hsa-let-7d-5p	SH3TC1	0.061912381
hsa-let-7d-5p	NANP	0.095230613
hsa-let-7d-5p	NGFR	0.091068374
hsa-let-7d-5p	NEK9	0.069815645
hsa-let-7d-5p	NFIB	0.068772293
hsa-let-7d-5p	MTF2	0.072000607
hsa-let-7d-5p	MTBP	0.096754434
hsa-let-7d-5p	MZF1	0.088830504
hsa-let-7d-5p	MCM5	0.068986168
hsa-let-7d-5p	PLP1	0.066500846
hsa-let-7d-5p	POLQ	0.082104413
hsa-let-7d-5p	CDC25A	0.109726722
hsa-let-7d-5p	PBLD	0.077430158
hsa-let-7d-5p	SGCD	0.077056172
hsa-let-7d-5p	RMI2	0.083663322
hsa-let-7d-5p	RORC	0.074296222
hsa-let-7d-5p	RPS6	0.05621855
hsa-let-7d-5p	RRM2	0.079792173
hsa-let-7d-5p	RRM1	0.079973941
hsa-let-7d-5p	RTKN	0.065296176
hsa-let-7d-5p	RCC1	0.083293209
hsa-let-7d-5p	RCC2	0.124342663
hsa-let-7d-5p	RFC2	0.064177789
hsa-let-7d-5p	RFX5	0.0621847
hsa-let-7d-5p	TAF2	0.068524514
hsa-let-7d-5p	TET3	0.078506836
hsa-let-7d-5p	THBD	0.067535354
hsa-let-7d-5p	TMPO	0.088505617
hsa-let-7d-5p	SMG7	0.080221564
hsa-let-7d-5p	SOX6	0.07722598
hsa-let-7d-5p	SNX1	0.071518193
hsa-let-7d-5p	SYT9	0.074016574
hsa-let-7d-5p	NHLRC3	0.085802148
hsa-let-7d-5p	TMEM65	0.074969818
hsa-let-7d-5p	VAV3	0.076109383
hsa-let-7d-5p	YOD1	0.068707504
hsa-let-7d-5p	ZIC1	0.074572808
hsa-let-7d-5p	XRCC2	0.072256052
hsa-let-7d-5p	CACNA1D	0.090217751
hsa-let-7d-5p	PAFAH2	0.07431413
hsa-let-7d-5p	ACADVL	0.072970952
hsa-let-7d-5p	SUV39H2	0.101147298
hsa-let-7d-5p	PATL1	0.103346553
hsa-let-7d-5p	PARS2	0.062894835
hsa-let-7d-5p	APP	0.070022667
hsa-let-7d-5p	DDN	0.073949877
hsa-let-7d-5p	FOS	0.060210136
hsa-let-7d-5p	HK1	0.070271677
hsa-let-7d-5p	PARPBP	0.091450062
hsa-let-7d-5p	MSN	0.066959199
hsa-let-7d-5p	MCU	0.065326751
hsa-let-7d-5p	NRK	0.058573505
hsa-let-7d-5p	RB1	0.081153042
hsa-let-7d-5p	PRX	0.091363277
hsa-let-7d-5p	C11orf84	0.072629174
hsa-let-7d-5p	PCSK4	0.093473411
hsa-let-7d-5p	PCBD2	0.061193335
hsa-let-7d-5p	FBXO45	0.119350786
hsa-let-7d-5p	PDE7A	0.082378917
hsa-let-7d-5p	PDE2A	0.073685623
hsa-let-7d-5p	MMACHC	0.078494963
hsa-let-7d-5p	PLCD1	0.072140443
hsa-let-7d-5p	TECPR2	0.065002442
hsa-let-7d-5p	POLE3	0.088384767
hsa-let-7d-5p	POLA2	0.0736374
hsa-let-7d-5p	GPR88	0.076045299
hsa-let-7d-5p	CEP120	0.062541814
hsa-let-7d-5p	PRIM2	0.118527119
hsa-let-7d-5p	GRIA3	0.070050519
hsa-let-7d-5p	YWHAZ	0.079470768
hsa-let-7d-5p	GTSE1	0.092966136
hsa-let-7d-5p	PLEKHG5	0.079614203
hsa-let-7d-5p	EIF2AK2	0.069452022
hsa-let-7d-5p	KLHL24	0.085539467
hsa-let-7d-5p	KLHL23	0.086370476
hsa-let-7d-5p	ADIPOQ	0.070062991
hsa-let-7d-5p	HAUS6	0.076048451
hsa-let-7d-5p	HNRNPC	0.071459955
hsa-let-7d-5p	GALNT10	0.091576005
hsa-let-7d-5p	NSMCE2	0.067965655
hsa-let-7d-5p	C3orf38	0.091747555
hsa-let-7d-5p	PRICKLE2	0.076752354
hsa-let-7d-5p	CREB3L1	0.067224016
hsa-let-7d-5p	HMGA1	0.080715218
hsa-let-7d-5p	PLCXD3	0.074432923
hsa-let-7d-5p	SLC35F2	0.062846837
hsa-let-7d-5p	PCDH19	0.069725757
hsa-let-7d-5p	SLC2A12	0.077363236
hsa-let-7d-5p	SLC24A2	0.065336329
hsa-let-7d-5p	SLC26A9	0.091018089
hsa-let-7d-5p	DCAF15	0.068877716
hsa-let-7d-5p	PM20D2	0.097208737
hsa-let-7d-5p	LIN28A	0.067461487
hsa-let-7d-5p	RAB6B	0.069319661
hsa-let-7d-5p	RAD18	0.070103235
hsa-let-7d-5p	SAMD4B	0.073097946
hsa-let-7d-5p	GABBR2	0.06888889
hsa-let-7d-5p	LRTOMT	0.063489378
hsa-let-7d-5p	RBM38	0.071892394
hsa-let-7d-5p	RDH10	0.067739752
hsa-let-7d-5p	CYP4F8	0.069676913
hsa-let-7d-5p	CYP4V2	0.062790252
hsa-let-7d-5p	MEIS3P1	0.066717126
hsa-let-7d-5p	BTF3L4	0.103237978
hsa-let-7f-2-3p	MET	0.063319257
hsa-let-7f-2-3p	ZCCHC24	0.062182013
hsa-let-7f-2-3p	ZFHX4	0.057459192
hsa-let-7f-2-3p	ABCA8	0.069742786
hsa-let-7f-2-3p	PPP1R16B	0.067597746
hsa-let-7f-2-3p	TBX18	0.066402552
hsa-let-7f-2-3p	CHP1	0.059567635
hsa-let-7f-2-3p	NKTR	0.065857218
hsa-let-7f-2-3p	CALN1	0.061209923
hsa-let-7f-2-3p	MEOX2	0.062690623
hsa-let-7g-3p	CWF19L2	0.07476237
hsa-let-7g-3p	GRIA4	0.069812812
hsa-let-7g-3p	YWHAB	0.07338406
hsa-let-7g-3p	HMGCS1	0.069364549
hsa-let-7g-3p	SHISA6	0.080386999
hsa-let-7g-3p	PTBP3	0.093929307
hsa-let-7g-3p	C18orf8	0.071872548
hsa-let-7g-3p	GSTM2	0.06468199
hsa-let-7g-3p	GSK3B	0.127981613
hsa-let-7g-3p	GSKIP	0.065559672
hsa-let-7g-3p	FBXO11	0.075085146
hsa-let-7g-3p	ZC4H2	0.068187556
hsa-let-7g-3p	PTGES3	0.073517339
hsa-let-7g-3p	ZNF76	0.062562908
hsa-let-7g-3p	CNRIP1	0.124154131
hsa-let-7g-3p	FAM184A	0.068020979
hsa-let-7g-3p	ADAM33	0.190811817
hsa-let-7g-3p	C1orf112	0.082556135
hsa-let-7g-3p	HOXA4	0.115642986
hsa-let-7g-3p	FAM91A1	0.072446472
hsa-let-7g-3p	AMMECR1	0.061566508
hsa-let-7g-3p	KLHL15	0.087841999
hsa-let-7g-3p	GRIN3A	0.070351671
hsa-let-7g-3p	RAB5C	0.068450928
hsa-let-7g-3p	RAD21	0.107706395
hsa-let-7g-3p	UBE2V2	0.063991298
hsa-let-7g-3p	RBPMS	0.108050817
hsa-let-7g-3p	RBMS3	0.07363795
hsa-let-7g-3p	RBBP5	0.12154119
hsa-let-7g-3p	KCNJ10	0.068565386
hsa-let-7g-3p	REEP1	0.073258318
hsa-let-7g-3p	COL8A1	0.063535668
hsa-let-7g-3p	PLAGL2	0.071467407
hsa-let-7g-3p	LOR	0.060225552
hsa-let-7g-3p	GAK	0.077808306
hsa-let-7g-3p	FES	0.067256674
hsa-let-7g-3p	CAD	0.064104573
hsa-let-7g-3p	CIT	0.086636893
hsa-let-7g-3p	ZFR	0.114628869
hsa-let-7g-3p	SET	0.104498802
hsa-let-7g-3p	SP1	0.07404503
hsa-let-7g-3p	RPE	0.067654871
hsa-let-7g-3p	RLF	0.086906797
hsa-let-7g-3p	MAG	0.066694427
hsa-let-7g-3p	NCL	0.099220892
hsa-let-7g-3p	ITGA10	0.075535856
hsa-let-7g-3p	UBQLN1	0.080876248
hsa-let-7g-3p	TXNRD1	0.098092815
hsa-let-7g-3p	IL3RA	0.133582459
hsa-let-7g-3p	PHF20L1	0.073762967
hsa-let-7g-3p	INHBB	0.057496039
hsa-let-7g-3p	ROCK1	0.062699715
hsa-let-7g-3p	RRP1B	0.085344523
hsa-let-7g-3p	MAPK8IP3	0.091882344
hsa-let-7g-3p	SMARCA5	0.10499742
hsa-let-7g-3p	SMARCC1	0.112036465
hsa-let-7g-3p	ITIH4	0.070669877
hsa-let-7g-3p	ITGB1	0.066050049
hsa-let-7g-3p	NKAIN2	0.063648172
hsa-let-7g-3p	ANKS1A	0.06148936
hsa-let-7g-3p	ANKIB1	0.065176142
hsa-let-7g-3p	DLGAP2	0.059140985
hsa-let-7g-3p	GABRA2	0.06607575
hsa-let-7g-3p	SAAL1	0.070126947
hsa-let-7g-3p	SCN2B	0.101969726
hsa-let-7g-3p	SCN4A	0.07285931
hsa-let-7g-3p	ZBTB47	0.06653566
hsa-let-7g-3p	SCAF4	0.07439893
hsa-let-7g-3p	ATP13A3	0.115142007
hsa-let-7g-3p	R3HDM1	0.154326379
hsa-let-7g-3p	sep-03	0.079674102
hsa-let-7g-3p	sep-08	0.062495886
hsa-let-7g-3p	SF3B3	0.085070723
hsa-let-7g-3p	SEH1L	0.128808169
hsa-let-7g-3p	ABTB2	0.077718618
hsa-let-7g-3p	ABHD8	0.075298114
hsa-let-7g-3p	CRISPLD2	0.075200256
hsa-let-7g-3p	SEZ6L	0.062955263
hsa-let-7g-3p	C16orf70	0.067076534
hsa-let-7g-3p	STARD7	0.075793605
hsa-let-7g-3p	STARD8	0.080156629
hsa-let-7g-3p	DCUN1D3	0.06271879
hsa-let-7g-3p	DCUN1D1	0.090003004
hsa-let-7g-3p	SMAD2	0.090926714
hsa-let-7g-3p	AGFG1	0.082153348
hsa-let-7g-3p	SOGA1	0.076260625
hsa-let-7g-3p	SRSF1	0.068420644
hsa-let-7g-3p	CSNK1G2	0.088727493
hsa-let-7g-3p	AMHR2	0.085202191
hsa-let-7g-3p	SRPK2	0.072228967
hsa-let-7g-3p	GLTSCR1	0.09067122
hsa-let-7g-3p	STAC2	0.060029564
hsa-let-7g-3p	STAG1	0.085643496
hsa-let-7g-3p	STAG2	0.086668647
hsa-let-7g-3p	SULF1	0.072844235
hsa-let-7g-3p	SYNJ1	0.074912134
hsa-let-7g-3p	ASXL2	0.078184684
hsa-let-7g-3p	ASIC4	0.111927987
hsa-let-7g-3p	AR	0.087084445
hsa-let-7g-3p	CS	0.086292312
hsa-let-7g-3p	ANKRD12	0.072427534
hsa-let-7g-3p	COL11A1	0.077810188
hsa-let-7g-3p	COL23A1	0.077407495
hsa-let-7g-3p	COL21A1	0.070454091
hsa-let-7g-3p	LARP4B	0.074459095
hsa-let-7g-3p	TBX18	0.071711807
hsa-let-7g-3p	TANC2	0.076659818
hsa-let-7g-3p	TENM3	0.08011922
hsa-let-7g-3p	KANK1	0.067270133
hsa-let-7g-3p	KEAP1	0.077447586
hsa-let-7g-3p	KDM4B	0.063769105
hsa-let-7g-3p	BAZ1B	0.115489017
hsa-let-7g-3p	BAZ1A	0.086351326
hsa-let-7g-3p	KDM2B	0.0635082
hsa-let-7g-3p	KCNH1	0.075139124
hsa-let-7g-3p	THOC2	0.070203058
hsa-let-7g-3p	ARHGAP11A	0.090628857
hsa-let-7g-3p	KIF23	0.0863223
hsa-let-7g-3p	SLC9A6	0.057793559
hsa-let-7g-3p	SLC9A1	0.063982896
hsa-let-7g-3p	TMED2	0.092581897
hsa-let-7g-3p	RASGRP2	0.096760221
hsa-let-7g-3p	ARFGEF1	0.074037042
hsa-let-7g-3p	SCAMP5	0.066725994
hsa-let-7g-3p	KLF15	0.084625783
hsa-let-7g-3p	TRIM2	0.061053863
hsa-let-7g-3p	RASL11B	0.072949235
hsa-let-7g-3p	BCL2L1	0.066643422
hsa-let-7g-3p	TSHZ3	0.061962875
hsa-let-7g-3p	KPNA2	0.098177852
hsa-let-7g-3p	TMEM100	0.075649197
hsa-let-7g-3p	SPARCL1	0.102701223
hsa-let-7g-3p	C2orf40	0.094893089
hsa-let-7g-3p	AGPAT5	0.078902371
hsa-let-7g-3p	UBE2N	0.067986458
hsa-let-7g-3p	UBE4B	0.067259707
hsa-let-7g-3p	VSTM2L	0.072166997
hsa-let-7g-3p	LARP4	0.077273868
hsa-let-7g-3p	CAMKV	0.074224326
